id,content
EditPHRAction,"This code edits the patient health record for a given patient. It allows adding allergies, viewing and updating family information, health records, office visits, and checking for risk factors. It also has methods to check if a patient's family members have various conditions and return their cause of death if applicable. After updating records, an email is sent to notify the patient and their representatives."
EditPatientAction,"Edits a patient's information. Takes in patient information from a form, validates it, updates the patient record in the database, logs the transaction, sends an email notification to the patient and representatives, and allows editing the patient's message filter."
EditPersonnelAction,"This code edits personnel information in the system. It is used by pages that allow personnel to edit their own information as well as admin pages that allow editing of other personnel.

When editing personnel, the code first validates that the logged in user has permission to edit the specified personnel. It then retrieves the personnel data from the database and applies the updated information. Any changes are logged as a transaction and saved back to the database."
EditPrescriptionAction,Edits an existing patient prescription in the database. Used by the hcp-uap/editPrescription.jsp page to allow healthcare providers to update prescription information.
EditRepresentativesAction,"This code allows a patient to edit their personal representatives. It contains methods to get a list of patients represented by a given personnel ID, add a representative to a patient, and remove a representative from a patient. When changes are made, transactions are logged."
Email,"The Email class stores data about fake emails, including:
- A list of ""to"" email addresses  
- The ""from"" email address
- The email subject
- The email body
- A timestamp of when the email was added
It contains getters and setters for each field and implements equals(), hashCode() and toString() methods."
EmailBeanLoader,"This class loads and saves Email objects from and to a database. It implements the BeanLoader interface to provide consistency with other loaders. The loadList method loads a list of Email objects from a ResultSet, loadParameters populates a PreparedStatement with data from an Email object, and loadSingle loads a single Email from a ResultSet."
EmailUtil,"/**
* Sends email to users. Since we don't want to train spammers in 326, this just inserts into a database. If
* we put this into an actual system, we would replace this class with stuff from javax.mail
*/"
EmergencyReportAction,"This code creates an Emergency Report for a patient. When the report is generated and viewed, an email notification is sent to the patient and their personal representative (if applicable). The report contains the following information:

- Patient name, age, gender and emergency contact
- Patient blood type  
- List of patient allergies
- List of current prescriptions with warnings
- List of recent or important diagnoses  
- List of patient immunizations"
ErrorList,"Used by the validators to create a list of error messages. The class provides methods to add error messages to the list, check if there are any errors, retrieve the list of errors, and iterate over the error messages."
Ethnicity,This enum represents the different ethnicities that patients in the iTrust system can have. It provides a human readable name for each ethnicity and a parse method to parse an input string into the corresponding enum value.
EthnicityFactor,This code checks if a patient's ethnicity matches one of the at-risk ethnicities for a certain condition. It extends a base PatientRiskFactor class that defines methods for describing the risk factor and checking if the patient has that risk factor.
FakeEmailDAO,"This DAO class provides methods to access and manipulate fake email data stored in a database. The DAO uses a DAOFactory to obtain database connections and other dependencies. It contains methods to retrieve all emails, emails by sender, insert a new email, and search emails by body text."
FamilyBeanLoader,Loads family member data from a ResultSet into FamilyMemberBean objects. The relation to the current user is specified when constructing the loader.
FamilyDAO,"Used for queries related to families. The FamilyDAO class provides methods to retrieve information about a patient's parents, siblings and children from the database. The DAOFactory is used to obtain database connections and other DAOs."
FamilyHistoryFactor,Checks if a patient has a family history of a given diagnosis range by delegating to a DAO. The class extends a base PatientRiskFactor class that typically checks for risk factors and provides a description.
FamilyMemberBean,"This code defines a bean class to store data about family members. A bean's purpose is simply to store data and provide getters and setters for that data. This bean stores data such as a member ID, relation to the user, first name, and last name."
FormValidationException,"This exception is used specifically for when an action involves the correct
and proper submission of a web form.  Form Validation is handled by a series of
other classes, but when form validation is incorrect or incomplete, this exception
is thrown."
Gender,"This enum represents the possible gender options for a patient, including Male, Female and Not Specified. The parse method allows parsing a string input to a Gender enum value."
GenderFactor,Checks if the patient's gender matches a given at-risk gender. It extends the PatientRiskFactor class which typically checks various risk factors for a patient.
GenerateCalendarAction,"This class generates a calendar view for appointments, office visits, and lab procedures for a logged in user. It retrieves appointment, office visit, and lab procedure data from the database and organizes it by day of the month to be displayed on a calendar. It also checks for appointment conflicts."
GetUserNameAction,"This code handles getting a user's name based on their medical ID (MID). It accepts a MID as input, looks up that MID in the database using a DAOFactory and AuthDAO, and returns the corresponding user's name."
GetVisitRemindersAction,"This code checks if patients need various immunizations based on their age, time since last dose, and current date. It has methods to get visit reminders for different reminder types and check if specific immunizations are needed. It also removes duplicate reminders from a list."
HCPDiagnosisBean,"This class stores data related to the diagnosis given by a healthcare professional (HCP). It contains fields to store the HCP's ID, name, number of patients, lists of medications and lab procedures prescribed, and patient satisfaction scores for visits and treatment. The class follows bean design principles by only containing getters and setters to access and modify the data."
HCPLinkBean,This Java class defines a bean to pass data between viewPrescriptionRecords.jsp and reportAdverseEvent.jsp pages. The bean stores and retrieves data using getter and setter methods. The purpose of the bean is simply to store data and no business logic is implemented.
HCPVisitBean,"This class stores data about a visit with a healthcare provider (HCP). It contains fields for the HCP's name, specialty, address, visit date, and ID. It follows bean design principles by only containing getters and setters to access and modify the data, without any business logic."
HealthRecord,"This class stores health record data for a patient. It contains fields for basic health information like height, weight, blood pressure readings, cholesterol levels, and smoker status. The purpose of the class is simply to store data, so it only contains getter and setter methods and no other functionality."
HealthRecordForm,"This class represents a form containing health record data for editing. It contains fields for height, weight, smoking status, blood pressure, and cholesterol levels. Getter and setter methods are provided to access and modify the field values."
HealthRecordFormValidator,"This validator class validates the HealthRecordForm used when adding health information in the EditHealthHistoryAction. It validates the form fields like blood pressure, cholesterol levels, height, weight and smoker status by checking the input values are within the acceptable ranges. If any validation fails, a FormValidationException is thrown."
HealthRecordsBeanLoader,"This class loads HealthRecord objects from a database using ResultSets and PreparedStatements. It enforces consistency by extending the BeanLoader superclass. The loadList() method loads a list of HealthRecord objects from a ResultSet, loadParameters() sets parameters on a PreparedStatement from a HealthRecord object, and loadSingle() loads a single HealthRecord from a ResultSet."
HealthRecordsDAO,"Used for all health records where a whole history is kept. DAO stands for Database Access Object. All DAOs are intended to be reflections of the database, that is, one DAO per table in the database (most of the time). DAOs can assume that all data has been validated and is correct."
HeartDiseaseRisks,"This code checks if a given patient is at risk for Heart Disease. It retrieves the patient's data from a DAOFactory and health records. It then evaluates a list of risk factors including gender, age, ethnicity, weight, hypertension, cholesterol, smoking history, prior diagnoses, and family history to determine the overall risk."
HospitalBean,"This HospitalBean class stores data about a hospital. It contains fields for the hospital ID and name, 
and corresponding getters and setters to access those fields. The purpose of the bean is simply to 
store data, without any business logic."
HospitalBeanLoader,"* A loader for HospitalBeans. Loads in information to/from HospitalBean objects using ResultSets and PreparedStatements. It enforces consistency by extending the BeanLoader superclass. The loadList() method loads a list of HospitalBeans from a ResultSet, loadSingle() loads a single HospitalBean, and loadParameters() prepares a PreparedStatement with parameters from a HospitalBean."
HospitalBeanValidator,This code validates the input for hospital bean objects. It checks that the hospital ID and name fields match the required formats and throws an exception if any validation fails.
HospitalsDAO,"Used for managing hospitals. This class provides data access to the hospitals table in the database. It uses a DAOFactory to obtain database connections. The DAO performs basic CRUD (create, read, update, delete) operations on hospitals such as getting all hospitals, getting a hospital by ID, adding a hospital, updating a hospital, assigning and unassigning HCPs (healthcare providers) to hospitals."
HtmlEncoder,"This class provides methods for escaping HTML characters and checking URLs. The encode() method escapes the less than, greater than and newline characters. The URLOnSite() method checks if a URL contains the http:// protocol."
HypertensionFactor,"This code checks if a patient's blood pressure is above a given threshold, indicating hypertension. It extends from a base PatientRiskFactor class that defines methods for describing risk factors and checking if a patient has that risk factor."
ICD9CMLink,"This JSP tag is used as a utility to generate a hyperlink to an external ICD9CM code lookup site. When used in a JSP page, a tag attribute `code` containing the ICD9 code is passed, and the tag generates an anchor tag linking to the external site with that code in the URL."
ICDCodesDAO,"Used for managing all ICD codes. DAO stands for Database Access Object. All DAOs are intended to be reflections of the database, that is, one DAO per table in the database (most of the time). DAOs can assume that all data has been validated and is correct."
IConnectionDriver,This code defines an interface for abstracting away how JDBC connections are obtained. The DAOFactory uses this interface to get JDBC connections in an implementation agnostic way. This allows the DAOFactory to be independent of the specific connection driver used.
LOINCBeanLoader,"* A loader for LOINCBeans. Loads in information to/from beans using ResultSets and PreparedStatements. It loads lists of beans from a ResultSet and single beans from a ResultSet. It also prepares PreparedStatements, though that functionality is unimplemented."
LOINCBeanValidator,"This code validates a LOINCbean object. It throws a FormValidationException if validation fails. It checks that the LabProcedureCode, Component and KindOfProperty fields are not null. It also checks that several fields follow the LOINC format using the checkFormat() method."
LOINCDAO,"This DAO class provides methods for accessing and modifying LOINC data in the database. The LOINC DAO uses a DAOFactory to obtain database connections and access other DAOs. It provides methods to add, update, get by procedure code, and get all LOINC codes. The LOINC codes represent medical laboratory observations and procedures."
LOINCbean,"This class stores data about Lab Procedure Codes. It contains getters and setters for labProcedureCode, component, kindOfProperty, timeAspect, system, scaleType and methodType."
LabProcHCPAction,"This Action class handles functionality related to lab procedures for logged in healthcare providers (HCPs). It performs the following:

- Sorts lab procedures by LOINC code
- Retrieves all lab procedures for the next month for a HCP's patients  
- Changes the privacy settings of a lab procedure
- Checks if the logged in HCP created a specific lab procedure"
LabProcUAPAction,"This class handles lab procedures for UAPs (Unlicensed Assistive Personnel). It contains methods for:

- Updating a lab procedure, which will send an email notification if the status has changed
- Sending an email to notify the patient that their procedure has been updated 
- Viewing all lab procedures for a given UAP"
LabProcedureBean,"This class stores data about a lab procedure. It contains fields for storing information like the patient ID, procedure ID, LOINC code, status, commentary, results, office visit ID, timestamp and access rights. Getters and setters are provided to access and modify the fields. The class also contains some utility methods to set the status and access rights."
LabProcedureBeanLoader,* A loader for LabProcedureBeans. Loads in information to/from beans using ResultSets and PreparedStatements. Uses the superclass to enforce consistency. Loads LabProcedureBeans from a ResultSet and populates PreparedStatements with LabProcedureBean data.
LabProcedureDAO,"This DAO manages lab procedure codes in the database. It provides methods to retrieve, insert, update and delete lab procedure records. A DAOFactory is used to obtain database connections and access other DAOs. The methods retrieve lab procedures for a given patient, LHCP, LOINC code or office visit."
LabProcedureValidator,"This class validates LabProcedureBean objects. It checks that various fields conform to specific formats:

- The LOINC field must match the LOINC format
- The Commentary and Results fields must match the COMMENTS format  
- The Status field must match the LAB_STATUS format
- The Rights field must match the LAB_RIGHTS format

If any fields fail validation, a FormValidationException is thrown."
Localization,"/** Provides a singleton for accessing the current locale of iTrust
 * Allows retrieving the current locale which could be loaded from a file.
 * The singleton pattern ensures only one instance of the Localization class is created."
LoginFailureAction,"This code implements a basic IP address lockout mechanism to mitigate denial of service attacks. However, the code author notes that IP address lockouts are not the ideal solution and account lockouts based on user accounts would be better. The code is implemented this way due to limitations in the Tomcat authentication used by the application."
MailValidator,This code defines a MailValidator class that extends an EmailValidator class. It has a validateEmail() method which validates an email string and throws an exception if invalid. This can be used to validate email addresses for forms or user inputs.
ManageHospitalAssignmentsAction,"This class manages the assignment of HCPs (healthcare providers) to hospitals. It provides methods to:

- Get hospitals that a HCP is not assigned to  
- Get hospitals that a HCP is assigned to
- Assign a HCP to a hospital
- Remove a HCP's assignment to a hospital
- Remove all hospital assignments for a HCP
- Check if a HCP ID exists"
MedicationBean,"This class represents a medication, which is identified by an ND code. It stores the ND code and description of the medication. A prescription, represented by the PrescriptionBean class, associates a medication with an office visit."
MedicationBeanLoader,"This class loads MedicationBean objects from a database using JDBC ResultSets and PreparedStatements. It enforces consistency by extending the BeanLoader superclass. The loadList method loads a list of MedicationBeans from a ResultSet, the loadSingle method loads a single MedicationBean, and the loadParameters method prepares a PreparedStatement with parameters from a MedicationBean."
MedicationBeanValidator,This code validates MedicationBean objects. It checks that the ND Code and Description fields are in the correct format and throws a FormValidationException if any validation fails.
MessageBean,"This class stores data about a message from one user to another. Its purpose is to only store data and not contain any business logic. It contains fields to store the recipient ID, sender ID, message ID, parent message ID, subject, body, timestamp and read status. It contains corresponding getter and setter methods for each field."
MessageBeanLoader,"* A loader for MessageBeans. It loads information to and from MessageBean objects using ResultSets and PreparedStatements. It extends the BeanLoader superclass to enforce consistency. The loader's methods load a list of beans from a ResultSet, load parameters into a PreparedStatement from a bean, and load a single bean from a ResultSet."
MessageDAO,"Used for the logging mechanism. DAO stands for Database Access Object. All DAOs are intended to be reflections of the database, that is, one DAO per table in the database (most of the time). DAOs can assume that all data has been validated and is correct."
MessageValidator,Validates the data for updating an office visit. Checks that the subject and body fields are in the correct format and throws an exception if any validation fails.
Messages,"This code provides internationalized string messages for the system. Given a key, the getString() method returns the corresponding localized string value based on the current locale. The string messages are loaded from a resource bundle."
MonitorAdverseEventAction,"This class handles monitoring and managing adverse event reports. It allows retrieving reports within a date range, sending emails to patients requesting more information, removing reports, and notifying relevant parties when reports are removed."
MyDiagnosisAction,"This code edits the privacy levels of diagnoses. It retrieves a list of diagnoses for a patient, gets a list of HCPs who have treated a particular diagnosis, looks up prescriptions given by an HCP for a diagnosis, and compares HCPs based on the number of patients they have treated for a diagnosis."
NDCodesDAO,"Used for managing the ND Codes.
DAO stands for Database Access Object. All DAOs are intended to be reflections of the database, that is,
one DAO per table in the database (most of the time). DAOs can assume that all data has been validated and is correct.
The National Drug Code (NDC) is a universal product identifier used in the 
United States for drugs intended for human use."
NoHealthRecordsException,This exception is thrown when checking for health risk indicators and the patient has no health records entered. It extends from a base iTrustException but has different error handling. The exception contains a static message and a constructor that passes the message to the base exception.
OfficeVisitBaseAction,"An abstract class which contains functionalities common among all actions relating to inserting and editing office visits. Because all office visits are with a certain patient, OfficeVisitBaseAction extends PatientBaseAction. Use this class whenever you have a page which requires a patient MID and office visit ID. It verifies that the IDs are valid and throws an exception if invalid, redirecting the user to the home page. Concrete methods allow for association with a unique office visit identifier, and verify its correctness and existence. Similar to PatientBaseAction and PersonnelBaseAction."
OfficeVisitBean,"This class stores data about an office visit at the hospital. It contains fields for the visit ID, patient ID, healthcare provider ID, notes, visit date, hospital ID, and lists of diagnoses, prescriptions, and procedures. The purpose of the class is simply to store data and provide getter and setter methods to access that data."
OfficeVisitDAO,"Performs database operations related to office visits including adding, updating and retrieving office visits along with associated procedures, prescriptions and diagnoses. Manages office visits and related data with capabilities like adding lab procedures, checking for existing visits, getting visits by patient or LHCP, getting prescription reports and visits by diagnosis."
OfficeVisitLoader,"Loads and stores OfficeVisitBean objects from and to a database. It loads a list of OfficeVisitBeans from a ResultSet and a single OfficeVisitBean from a ResultSet. It also prepares parameters for a PreparedStatement, though that is unimplemented."
OperationalProfile,"This class stores operational profile data related to transactions. It stores the total number of transactions, number of patient transactions, and number of personnel transactions. It also stores counts of different transaction types (enum TransactionType) for total, patient, and personnel transactions using HashMaps. Getters and setters are provided to access and update the data."
OperationalProfileLoader,"This class loads OperationalProfile objects from a database using JDBC ResultSets and PreparedStatements. It implements the BeanLoader interface which enforces consistency for loaders. The loadList method loads a list of OperationalProfile objects from a ResultSet, the loadParameters method populates a PreparedStatement with parameters from an OperationalProfile object, and the loadSingle method loads a single OperationalProfile object from a ResultSet."
ParameterUtil,Converts a Map from the JSP container to a type-checked HashMap to provide type safety.
PatientBaseAction,"This abstract class is used for actions that require an associated patient. It checks that the provided patient ID is valid and corresponds to an existing patient. Subclasses can extend this class to inherit this functionality. When initializing, the patient ID string is passed to the constructor where it is validated. If invalid, an exception is thrown to redirect the user to the home page."
PatientBean,"This code defines a PatientBean class for storing patient data. The purpose of the bean is simply to store data and provide getter and setter methods. It contains fields for storing various information about a patient like name, address, phone numbers, emergency contacts, insurance information, and medical data."
PatientDAO,"Manages all static patient information stored in the database. Allows you to:
- Get patient data  
- Add new patients   
- Edit patient data
- Check if a patient exists
- Manage patient representatives  
- Retrieve patient medical records
- Search for patients"
PatientLoader,"This class loads and saves PatientBean objects from and to a database using ResultSets and PreparedStatements. It extends a BeanLoader superclass to enforce consistency. The loadList() and loadSingle() methods load PatientBean objects from a ResultSet, while loadParameters() saves a PatientBean object to a PreparedStatement."
PatientNavigation,"This JSP tag is used as the patient navigation bar at the bottom of the healthcare provider user interface. It displays a set of links to various pages related to a patient's record. 
To add a new page to the navigation bar, the page title and URL are added to the corresponding arrays, and the new page should accept a patient ID."
PatientRiskFactor,"This is an abstract class that represents a risk factor for a patient. Subclasses implement the 
abstract getDescription() and hasFactor() methods to provide the risk factor details. The hasRiskFactor() 
method caches the result of hasFactor() to avoid recomputing it if called multiple times."
PatientValidator,"Validates a patient bean, ensuring fields are in the correct format and data is valid. Checks fields like name, date of birth, address, insurance information, and credit card details. If validation fails, a FormValidationException is thrown."
PatientVisitBean,"This class stores data about a patient's visit. It contains fields for the patient name, address, 
and last office visit date. It follows bean conventions by only having getters and setters to 
access and modify the data."
PersonnelBaseAction,"This abstract class is used for actions that require an associated personnel ID. It provides functionality to validate the personnel ID format and existence. Subclasses can extend this class without reimplementing the personnel ID validation logic. When a personnel ID is invalid, an exception is thrown, redirecting the user to the home page."
PersonnelBean,"This class stores data about a hospital employee. It contains fields for storing information like name, role, address, phone numbers, email, specialty, etc. It only contains getter and setter methods to access and modify the field values. The purpose is to simply store data and provide access to that data."
PersonnelDAO,"This class is used for managing information related to healthcare personnel like HCPs, UAPs and Admins. 
It acts as an interface to the database table for Personnel. 
It uses a DAOFactory to obtain database connections and access other DAOs.
The methods allow you to retrieve, add, update and search for personnel records."
